symbol,type,low,high
HDFCLIFE,OB,612.6,628.0
HDFCLIFE,OB,619.45,632.3
HDFCLIFE,OB,664.85,680.4
HDFCLIFE,OB,679.15,691.6
HDFCLIFE,OB,692.65,733.5
HDFCLIFE,OB,707.0,719.0
HDFCLIFE,OB,726.45,749.35
HDFCLIFE,OB,718.8,742.65
HDFCLIFE,OB,732.15,742.4
HDFCLIFE,OB,745.75,757.65
HDFCLIFE,OB,752.2,762.05
HDFCLIFE,OB,769.7,781.2
HDFCLIFE,OB,762.5,782.5
HDFCLIFE,OB,750.55,764.4
HDFCLIFE,OB,750.2,765.6
HDFCLIFE,OB,752.65,769.0
HDFCLIFE,OB,753.7,767.95
HDFCLIFE,OB,777.2,789.05
HDFCLIFE,OB,756.85,777.4
HDFCLIFE,OB,736.4,757.0
HDFCLIFE,FVG,649.7,665.55
HDFCLIFE,FVG,675.0,682.05
HDFCLIFE,FVG,685.6,693.75
HDFCLIFE,FVG,708.35,710.05
HDFCLIFE,FVG,697.7,701.45
HDFCLIFE,FVG,689.4,708.65
HDFCLIFE,FVG,713.0,720.05
HDFCLIFE,FVG,734.0,734.05
HDFCLIFE,FVG,708.1,714.05
HDFCLIFE,FVG,723.1,726.35
HDFCLIFE,FVG,712.55,713.3
HDFCLIFE,FVG,726.2,726.3
HDFCLIFE,FVG,731.5,742.45
HDFCLIFE,FVG,721.8,724.55
HDFCLIFE,FVG,680.95,681.4
HDFCLIFE,FVG,608.05,628.95
HDFCLIFE,FVG,604.5,633.4
HDFCLIFE,FVG,614.0,624.0
HDFCLIFE,FVG,629.7,630.15
HDFCLIFE,FVG,631.35,640.65
HDFCLIFE,FVG,641.65,659.1
HDFCLIFE,FVG,665.9,669.05
HDFCLIFE,FVG,688.25,690.2
HDFCLIFE,FVG,690.4,700.2
HDFCLIFE,FVG,707.5,709.55
HDFCLIFE,FVG,719.0,726.45
HDFCLIFE,FVG,717.0,732.15
HDFCLIFE,FVG,762.05,777.7
HDFCLIFE,FVG,753.95,766.4
HDFCLIFE,FVG,767.95,769.0
HDFCLIFE,FVG,787.65,794.0
HDFCLIFE,FVG,753.5,758.1
HINDPETRO,OB,367.8,378.3
HINDPETRO,OB,372.85,387.5
HINDPETRO,OB,373.3,389.05
HINDPETRO,OB,374.05,385.8
HINDPETRO,OB,363.95,377.6
HINDPETRO,OB,400.3,408.8
HINDPETRO,OB,402.95,411.4
HINDPETRO,OB,415.75,425.25
HINDPETRO,OB,424.75,430.7
HINDPETRO,OB,406.05,412.5
HINDPETRO,OB,392.0,408.7
HINDPETRO,OB,390.95,409.35
HINDPETRO,OB,392.0,404.0
HINDPETRO,OB,394.2,403.3
HINDPETRO,OB,370.65,406.0
HINDPETRO,OB,376.7,389.45
HINDPETRO,OB,363.65,382.0
HINDPETRO,OB,358.6,365.3
HINDPETRO,OB,377.25,386.25
HINDPETRO,OB,382.55,387.6
HINDPETRO,OB,396.95,409.0
HINDPETRO,OB,397.95,413.5
HINDPETRO,OB,400.9,410.4
HINDPETRO,OB,385.15,397.6
HINDPETRO,OB,383.45,393.0
HINDPETRO,OB,360.15,376.55
HINDPETRO,OB,357.4,365.55
HINDPETRO,OB,343.7,352.25
HINDPETRO,OB,318.7,333.3
HINDPETRO,OB,304.4,323.45
HINDPETRO,OB,292.45,306.0
HINDPETRO,OB,324.25,344.0
HINDPETRO,OB,319.5,330.0
HINDPETRO,OB,354.3,372.0
HINDPETRO,OB,351.05,364.5
HINDPETRO,OB,358.05,369.35
HINDPETRO,OB,350.6,377.85
HINDPETRO,OB,376.1,386.95
HINDPETRO,OB,385.05,391.3
HINDPETRO,OB,383.85,399.2
HINDPETRO,OB,378.25,393.1
HINDPETRO,OB,374.5,402.75
HINDPETRO,OB,395.1,411.85
HINDPETRO,OB,385.0,402.6
HINDPETRO,OB,386.2,393.6
HINDPETRO,OB,392.2,410.5
HINDPETRO,OB,397.8,406.95
HINDPETRO,OB,406.3,415.55
HINDPETRO,OB,401.1,410.0
HINDPETRO,OB,399.9,409.4
HINDPETRO,OB,404.1,409.9
HINDPETRO,OB,390.4,410.0
HINDPETRO,OB,392.0,401.0
HINDPETRO,OB,388.95,396.45
HINDPETRO,OB,405.05,411.8
HINDPETRO,OB,436.25,443.2
HINDPETRO,OB,435.25,441.6
HINDPETRO,OB,441.25,455.2
HINDPETRO,OB,429.1,441.0
HINDPETRO,OB,428.45,437.6
HINDPETRO,FVG,345.35,359.2
HINDPETRO,FVG,365.9,367.8
HINDPETRO,FVG,378.3,380.05
HINDPETRO,FVG,377.4,383.55
HINDPETRO,FVG,382.0,391.1
HINDPETRO,FVG,411.4,415.75
HINDPETRO,FVG,417.5,421.1
HINDPETRO,FVG,430.7,444.05
HINDPETRO,FVG,419.05,421.2
HINDPETRO,FVG,424.05,430.5
HINDPETRO,FVG,397.05,412.25
HINDPETRO,FVG,407.9,425.15
HINDPETRO,FVG,426.9,428.25
HINDPETRO,FVG,376.5,385.35
HINDPETRO,FVG,363.6,367.95
HINDPETRO,FVG,365.3,378.0
HINDPETRO,FVG,391.65,392.05
HINDPETRO,FVG,393.1,397.65
HINDPETRO,FVG,333.3,340.1
HINDPETRO,FVG,334.85,340.6
HINDPETRO,FVG,320.7,321.25
HINDPETRO,FVG,298.9,314.05
HINDPETRO,FVG,316.4,331.8
HINDPETRO,FVG,330.4,334.1
HINDPETRO,FVG,339.5,354.3
HINDPETRO,FVG,371.7,377.05
HINDPETRO,FVG,391.3,393.0
HINDPETRO,FVG,390.3,395.1
HINDPETRO,FVG,393.6,397.7
HINDPETRO,FVG,398.0,402.65
HINDPETRO,FVG,406.95,408.45
HINDPETRO,FVG,388.4,392.0
HINDPETRO,FVG,394.45,403.9
HINDPETRO,FVG,397.2,405.05
HINDPETRO,FVG,411.8,419.45
HINDPETRO,FVG,424.35,436.25
ADANIENT,OB,2959.3,3007.5
ADANIENT,OB,3074.0,3120.35
ADANIENT,OB,3057.25,3142.8
ADANIENT,OB,3171.05,3219.3
ADANIENT,OB,3027.75,3085.7
ADANIENT,OB,3058.85,3126.0
ADANIENT,OB,3003.3,3038.55
ADANIENT,OB,3023.8,3053.05
ADANIENT,OB,2927.3,2972.5
ADANIENT,OB,2928.0,2992.95
ADANIENT,OB,2956.05,3001.95
ADANIENT,OB,2890.35,2975.25
ADANIENT,OB,3080.2,3123.9
ADANIENT,OB,2980.45,3128.5
ADANIENT,OB,3134.4,3179.95
ADANIENT,OB,2993.0,3100.0
ADANIENT,OB,2654.7,2847.0
ADANIENT,OB,2857.75,2943.0
ADANIENT,OB,2808.0,2889.0
ADANIENT,OB,2155.05,2539.35
ADANIENT,OB,2136.0,2292.85
ADANIENT,OB,2426.6,2508.0
ADANIENT,OB,2470.1,2530.05
ADANIENT,OB,2451.0,2480.0
ADANIENT,OB,2332.75,2379.5
ADANIENT,OB,2390.5,2446.15
ADANIENT,OB,2507.45,2577.75
ADANIENT,OB,2463.5,2568.85
ADANIENT,OB,2216.9,2365.0
ADANIENT,OB,2380.05,2450.0
ADANIENT,OB,2325.15,2399.0
ADANIENT,OB,2250.05,2318.1
ADANIENT,OB,2201.3,2351.5
ADANIENT,OB,2213.9,2279.0
ADANIENT,OB,2298.2,2340.0
ADANIENT,OB,2280.1,2350.95
ADANIENT,OB,2124.55,2249.3
ADANIENT,OB,2166.05,2240.0
ADANIENT,OB,2096.7,2138.5
ADANIENT,OB,2072.0,2111.35
ADANIENT,OB,2220.0,2288.0
ADANIENT,OB,2215.6,2273.0
ADANIENT,OB,2299.0,2348.0
ADANIENT,OB,2308.05,2359.85
ADANIENT,OB,2293.7,2386.95
ADANIENT,OB,2315.5,2410.05
ADANIENT,OB,2215.2,2279.55
ADANIENT,OB,2323.5,2459.5
ADANIENT,OB,2289.4,2372.4
ADANIENT,OB,2343.5,2463.2
ADANIENT,OB,2260.0,2367.8
ADANIENT,OB,2465.3,2521.9
ADANIENT,OB,2510.0,2559.0
ADANIENT,OB,2452.0,2512.5
ADANIENT,OB,2530.0,2601.8
ADANIENT,OB,2405.1,2468.9
ADANIENT,OB,2572.0,2605.4
ADANIENT,OB,2551.9,2591.9
ADANIENT,OB,2584.2,2626.7
ADANIENT,OB,2581.6,2630.0
ADANIENT,FVG,3017.65,3074.0
ADANIENT,FVG,3120.35,3135.0
ADANIENT,FVG,3142.8,3156.55
ADANIENT,FVG,3085.7,3092.95
ADANIENT,FVG,2975.25,3015.25
ADANIENT,FVG,3025.0,3040.25
ADANIENT,FVG,3070.0,3080.2
ADANIENT,FVG,3128.5,3134.4
ADANIENT,FVG,2863.05,2933.85
ADANIENT,FVG,2924.0,2943.05
ADANIENT,FVG,2292.85,2400.0
ADANIENT,FVG,2410.0,2421.95
ADANIENT,FVG,2446.15,2507.45
ADANIENT,FVG,2365.0,2372.65
ADANIENT,FVG,2279.0,2309.05
ADANIENT,FVG,2127.25,2148.05
ADANIENT,FVG,2154.0,2226.15
ADANIENT,FVG,2286.9,2311.05
ADANIENT,FVG,2348.0,2361.1
ADANIENT,FVG,2279.55,2359.0
ADANIENT,FVG,2343.5,2382.9
ADANIENT,FVG,2273.1,2405.0
ADANIENT,FVG,2481.9,2516.2
ADANIENT,FVG,2526.8,2536.0
ADANIENT,FVG,2521.9,2541.3
ADANIENT,FVG,2503.0,2504.0
ADANIENT,FVG,2553.3,2577.7
ADANIENT,FVG,2461.3,2500.2
ADANIENT,FVG,2492.6,2512.1
ADANIENT,FVG,2541.6,2582.0
ADANIENT,FVG,2593.6,2605.9
